LATITUDE,LONGITUD,ST_CASE,VE_TOTAL,DAY,MONTH,FATALS
42.9186,-78.7032,360633,2,9,9,1
40.7168,-73.9979,360634,1,18,2,1
41.8373,-73.5771,360635,1,11,7,1
40.9764,-73.6986,360636,1,3,6,2
40.6322,-74.1344,360637,1,27,5,1
41.3981,-73.7924,360638,2,30,8,1
40.7100,-73.8340,360639,2,22,7,1
40.5652,-74.1116,360640,1,17,8,1
40.6246,-74.1416,360641,1,18,4,1
40.6248,-73.9642,360642,1,19,8,1
40.5895,-73.9397,360643,1,25,8,1
41.1994,-74.1836,360644,1,9,9,1
41.5905,-74.5241,360645,1,7,9,3
42.6166,-75.5253,360646,1,11,9,1
40.8348,-73.8399,360647,1,12,9,1
40.8569,-73.7951,360648,1,11,9,1
40.6515,-73.9704,360649,4,12,9,1
99.9999,999.9999,360650,1,6,9,1
42.3213,-74.0500,360651,1,12,9,1
40.6843,-73.4282,360652,1,13,9,1
41.9642,-73.8855,360653,2,13,9,1
40.7190,-73.6207,360654,1,12,9,1
40.5512,-74.1344,360655,1,14,9,1
42.1434,-77.6445,360656,2,13,9,1
40.9768,-73.7583,360657,1,14,9,1
44.6899,-75.4751,360658,2,14,9,1
43.0668,-76.1647,360659,2,8,8,1
40.8255,-73.8209,360660,1,14,9,1
42.3853,-73.7185,360661,2,13,9,1
42.4496,-76.6706,360662,2,15,9,1
42.9965,-77.0560,360663,1,16,9,1
99.9999,999.9999,360664,1,22,5,2
43.1707,-77.5989,360665,1,16,9,1
44.0345,-75.9162,360666,2,18,9,1
42.9599,-76.7471,360667,2,16,9,1
42.4821,-76.4672,360668,2,7,9,1
41.4537,-74.0573,360669,2,18,9,1
42.0830,-76.0658,360670,3,17,9,2
42.8747,-78.8180,360671,2,19,9,1
40.8127,-73.4860,360672,1,20,9,1
40.8798,-73.9065,360673,1,18,9,1
42.8269,-76.9005,360674,2,16,9,2
40.7736,-73.3104,360675,1,16,7,1
40.8012,-72.8674,360676,4,11,8,1
40.7691,-73.2974,360677,2,14,7,1
40.7660,-73.0075,360678,2,14,8,1
40.8241,-73.2264,360679,1,26,7,1
40.8361,-73.4541,360680,1,28,8,1
42.6983,-73.8108,360681,1,19,9,1
40.9111,-73.0297,360682,1,26,7,1
40.6567,-73.5854,360683,1,22,6,1
40.7239,-73.5688,360684,2,30,8,1
99.9999,999.9999,360685,1,2,9,1
40.7282,-73.4659,360686,2,21,9,1
40.7781,-73.9657,360687,1,21,9,1
40.7702,-73.3697,360688,1,21,9,1
43.0464,-77.9368,360689,2,23,9,1
99.9999,999.9999,360690,2,25,9,1
43.0754,-76.2122,360691,1,30,6,2
44.0060,-75.7366,360692,1,25,9,1
41.2192,-73.6229,360693,1,27,9,1
40.7947,-73.4667,360694,3,19,9,1
42.5358,-74.1451,360695,1,27,9,1
99.9999,999.9999,360696,2,22,9,2
41.0838,-72.3927,360697,2,30,9,1
43.1430,-78.8589,360698,2,30,9,1
40.7421,-73.6215,360699,1,1,10,1
42.2819,-73.9819,360700,2,30,9,1
42.9436,-78.5532,360701,2,22,9,1
44.8440,-73.7807,360702,1,27,9,1
40.5956,-73.9931,360703,1,1,10,1
40.8837,-73.8345,360704,2,27,9,1
40.9946,-72.2795,360705,2,3,10,1
42.9938,-76.8475,360706,2,22,8,1
42.5611,-79.1211,360707,1,3,10,1
42.0977,-77.8276,360708,1,3,10,1
40.5290,-74.1622,360709,1,5,10,1
40.7574,-73.8340,360710,1,4,10,1
42.6394,-77.9985,360711,1,5,10,1
42.9675,-76.1433,360712,1,5,10,1
40.6141,-74.0661,360713,1,5,10,1
40.9353,-72.3064,360714,1,5,10,1
99.9999,999.9999,360715,1,1,10,1
40.7257,-73.5924,360716,1,6,10,1
40.6914,-73.8375,360717,2,6,10,1
41.3436,-73.9258,360718,1,7,10,1
40.8308,-73.6211,360719,2,7,10,1
40.6936,-73.8522,360720,1,6,10,1
99.9999,999.9999,360721,1,7,10,1
40.7381,-73.8009,360722,1,8,10,1
40.8044,-73.9117,360723,2,12,10,1
42.7459,-78.9034,360724,3,10,10,1
43.0477,-74.1956,360725,1,11,10,1
43.0354,-74.3030,360726,2,8,10,1
42.2707,-78.0499,360727,1,10,10,1
42.5827,-78.4861,360728,2,8,10,1
43.1702,-78.6909,360729,1,12,10,1
42.9232,-73.7218,360730,1,11,10,1
42.2162,-78.8617,360731,2,12,10,1
40.6925,-73.9279,360732,1,13,10,1
43.1070,-78.6671,360733,2,12,10,1
40.7262,-73.9204,360734,1,14,10,1
42.8604,-75.6173,360735,1,15,10,1
43.1326,-78.6054,360736,1,19,10,1
40.7056,-73.8581,360737,2,17,10,1
40.8410,-73.8433,360738,1,20,10,1
99.9999,999.9999,360739,1,7,9,1
41.2738,-73.8086,360740,4,15,8,3
41.9787,-74.2501,360741,3,25,8,1
43.2574,-77.1121,360742,1,26,9,1
42.9098,-77.5647,360743,2,2,10,1
42.0114,-76.7868,360744,1,9,10,2
40.9969,-72.0498,360745,1,5,7,1
40.5722,-74.1081,360746,2,24,9,1
99.9999,999.9999,360747,1,30,9,1
41.4534,-74.3585,360748,1,5,10,1
42.4807,-76.3736,360749,1,13,10,1
40.7264,-73.3965,360750,2,7,7,1
99.9999,999.9999,360751,1,15,10,1
42.5452,-76.2559,360752,2,16,10,1
43.1095,-73.4815,360753,1,21,10,1
40.6921,-73.7136,360754,1,13,10,1
40.9008,-72.7497,360755,1,24,7,1
42.8254,-74.1967,360756,2,2,9,3
42.7666,-75.0262,360757,1,11,10,1
42.3504,-78.5489,360758,3,11,10,1
42.7565,-73.7773,360759,1,22,10,1
43.2100,-78.7974,360760,2,22,10,1
42.0614,-75.5933,360761,1,12,7,1
43.2404,-75.2010,360762,1,22,10,1
40.8684,-72.9004,360763,1,22,8,1
40.8620,-73.1313,360764,2,2,9,1
40.8066,-73.4780,360765,3,22,10,1
40.9059,-73.0701,360766,1,5,9,1
40.6008,-73.9340,360767,1,23,10,1
40.7296,-73.2452,360768,1,5,9,1
99.9999,999.9999,360769,1,17,9,1
40.9325,-72.8787,360770,1,20,9,1
40.7870,-73.1271,360771,1,2,9,1
40.7851,-72.8637,360772,1,21,9,1
40.6891,-73.4087,360773,1,17,9,1
40.7744,-72.9412,360774,1,19,9,1
40.8323,-73.0818,360775,2,27,9,1
43.0533,-75.3189,360776,2,22,6,1
40.6721,-73.3784,360777,1,28,9,1
40.9884,-73.6661,360778,3,4,10,1
40.8183,-72.8001,360779,1,3,10,1
40.7991,-73.2478,360780,2,27,9,1
43.0016,-74.3566,360781,1,17,10,1
40.5768,-73.9528,360782,1,23,10,1
41.6097,-73.7851,360783,1,28,9,1
40.8350,-73.9261,360784,2,21,10,1
43.0265,-76.2125,360785,2,23,10,1
40.6983,-73.5158,360786,2,23,10,1
40.7472,-73.5014,360787,1,23,10,1
42.6997,-75.3063,360788,1,24,10,1
40.7703,-73.9090,360789,1,25,10,1
40.7037,-73.7935,360790,1,26,10,1
40.6897,-73.5658,360791,1,26,10,1
42.9052,-73.3565,360792,1,24,10,1
41.5850,-74.0687,360793,1,26,10,1
42.4530,-75.0632,360794,1,28,10,1
42.8800,-74.04,360795,2,26,10,1
41.5012,-74.0286,360796,2,28,10,1
43.0121,-77.3987,360797,2,29,10,1
40.7709,-72.8698,360798,1,28,10,1
43.1038,-73.7946,360799,1,31,10,1
40.8279,-73.4340,360800,2,30,10,1
40.8474,-73.8576,360801,3,31,10,3
42.9908,-78.8171,360802,2,1,11,1
44.1762,-73.7828,360803,1,18,9,1
40.6705,-73.5195,360804,1,31,10,1
40.7060,-73.6188,360805,1,1,11,1
40.6408,-73.9491,360806,1,1,11,1
43.9272,-76.0076,360807,1,31,10,1
40.6780,-73.9059,360808,1,3,11,1
43.3044,-78.6968,360809,1,3,11,1
42.0998,-76.0655,360810,1,8,10,1
43.0903,-75.2584,360811,1,14,3,1
42.1456,-76.6522,360812,1,27,3,1
40.5709,-74.1696,360813,1,13,10,1
40.8887,-73.3569,360814,2,25,10,1
40.7583,-73.8295,360815,1,5,11,1
40.7133,-73.8491,360816,1,1,11,1
40.8189,-73.8867,360817,1,5,11,1
99.9999,999.9999,360818,1,5,11,2
40.6355,-73.6404,360819,1,6,11,1
40.6663,-73.8105,360820,1,7,11,1
40.8011,-73.9614,360821,1,8,11,1
40.7747,-73.9881,360822,1,6,11,1
41.0793,-73.7182,360823,6,14,10,1
42.6431,-73.8023,360824,4,30,10,2
40.9243,-72.7022,360825,2,25,9,1
40.7751,-72.9775,360826,1,1,10,1
42.3914,-74.0299,360827,2,31,10,1
42.0866,-75.7032,360828,1,25,7,1
42.7399,-73.7363,360829,2,2,11,1
42.8836,-73.9083,360830,1,8,11,1
40.6663,-73.7034,360831,1,8,11,1
40.6399,-74.0219,360832,1,8,11,1
44.8278,-74.6828,360833,1,4,11,1
40.6954,-73.8401,360834,2,9,11,1
40.5958,-74.0858,360835,2,9,11,1
40.6938,-73.3936,360836,1,28,8,1
40.7407,-73.2952,360837,2,22,9,1
40.7842,-72.9785,360838,1,6,10,1
40.7930,-73.2750,360839,2,6,10,1
40.8368,-73.1942,360840,1,9,10,1
40.8658,-72.9956,360841,1,16,9,1
40.6928,-73.3447,360842,1,16,10,1
40.7222,-73.2965,360843,1,11,10,1
40.7809,-73.2611,360844,1,21,10,1
40.8479,-73.2421,360845,2,19,10,1
40.7475,-73.0676,360846,2,28,10,1
42.1587,-77.9269,360847,1,26,10,1
40.6471,-73.9581,360848,2,9,11,1
40.8100,-73.3789,360849,2,20,10,2
42.0243,-76.1577,360850,2,9,11,1
43.3310,-76.3983,360851,2,10,11,1
40.5865,-73.9181,360852,1,9,11,1
43.3238,-76.5384,360853,3,10,11,1
40.6721,-73.7609,360854,2,29,8,1
43.2095,-75.5798,360855,1,10,11,1
43.4619,-73.6921,360856,2,5,8,1
41.3856,-74.6670,360857,1,11,11,1
40.8225,-73.8851,360858,1,14,10,1
42.3302,-76.1866,360859,2,14,11,1
42.8908,-78.8901,360860,2,14,11,1
40.7673,-73.5274,360861,1,12,11,1
40.6840,-73.8329,360862,1,14,11,1
40.9153,-73.8838,360863,1,15,11,1
42.5471,-77.6642,360864,2,15,11,1
40.6830,-73.8671,360865,1,16,11,1
41.2615,-74.3598,360866,1,17,11,1
44.0669,-76.1299,360867,1,17,11,1
40.6007,-73.9950,360868,1,18,11,1
40.5947,-73.9957,360869,1,18,11,1
43.1409,-77.6049,360870,1,20,11,1
43.0586,-76.1499,360871,2,14,10,1
42.8166,-73.7305,360872,3,11,11,1
40.7037,-73.6358,360873,2,21,11,1
40.6707,-73.8010,360874,1,21,11,1
42.6902,-73.7401,360875,1,22,11,1
41.1336,-74.0596,360876,2,25,11,1
40.7135,-73.9808,360877,1,23,11,1
42.3297,-78.9574,360878,1,24,11,1
40.7356,-73.9367,360879,1,25,11,1
40.6242,-73.9560,360880,1,25,11,1
99.9999,999.9999,360881,2,26,11,1
42.5755,-78.7200,360882,1,26,11,1
40.6572,-73.8895,360883,7,26,11,1
40.6080,-73.7420,360884,1,27,11,1
99.9999,999.9999,360885,2,23,11,1
40.7708,-73.9179,360886,2,27,11,2
40.8161,-73.4271,360887,1,22,11,1
43.0779,-78.6190,360888,1,22,11,1
41.0800,-74.0484,360889,6,29,11,1
40.5839,-73.9387,360890,3,1,12,1
40.9712,-72.2214,360891,1,24,9,1
42.9945,-76.0989,360892,1,22,10,2
40.8800,-73.8232,360893,1,13,10,1
43.1755,-76.1166,360894,2,18,9,2
40.6861,-73.6995,360895,1,1,12,1
40.6583,-73.6624,360896,1,3,12,1
40.7609,-73.9670,360897,1,2,12,1
40.6729,-73.8573,360898,1,2,12,1
40.7475,-73.5876,360899,3,3,12,1
40.6243,-74.0195,360900,1,3,12,1
43.1011,-74.3157,360901,1,26,8,1
43.8181,-75.5698,360902,2,11,9,1
42.6981,-78.9868,360903,1,27,11,1
42.1534,-74.5973,360904,2,4,11,1
41.0945,-73.9367,360905,1,28,11,1
41.1178,-74.1558,360906,1,4,12,1
43.3575,-76.2612,360907,1,5,12,1
99.9999,999.9999,360908,3,4,12,2
42.8838,-78.8825,360909,1,20,8,1
40.6091,-73.9574,360910,1,30,11,1
41.7453,-74.6907,360911,1,5,12,1
41.8111,-73.6327,360912,2,5,12,1
42.0645,-79.0916,360913,1,6,12,1
40.9828,-72.3195,360914,1,30,8,1
44.9194,-74.8078,360915,1,4,12,1
40.7354,-73.9174,360916,2,6,12,1
42.8862,-73.7732,360917,1,6,12,1
40.6863,-73.9744,360918,1,6,12,1
42.4790,-79.3240,360919,1,6,12,1
40.8059,-73.9253,360920,1,7,12,1
40.5888,-73.7255,360921,2,7,12,1
43.2130,-76.9874,360922,1,7,12,1
40.7567,-73.8736,360923,1,8,12,1
40.7247,-73.7946,360924,2,7,12,1
43.0707,-75.9504,360925,1,8,12,1
40.7537,-73.8626,360926,1,6,12,1
42.8109,-76.6265,360927,1,13,12,1
42.6900,-73.8014,360928,1,6,12,1
42.6865,-73.7410,360929,1,9,12,1
43.0438,-78.6919,360930,1,10,12,1
42.8396,-78.6060,360931,4,9,12,1
42.0541,-75.4414,360932,2,9,12,1
40.6636,-73.5494,360933,2,13,12,1
42.2580,-73.8581,360934,2,10,12,1
42.9569,-76.4915,360935,1,10,12,1
41.2593,-73.6799,360936,3,13,12,1
40.5881,-73.9524,360937,1,14,12,1
41.6590,-73.9026,360938,1,28,11,1
43.0671,-77.2777,360939,1,8,12,1
40.7228,-73.8277,360940,2,16,12,1
40.5565,-74.1282,360941,1,15,12,1
40.7128,-73.8780,360942,1,16,12,1
42.9372,-78.8036,360943,2,25,11,1
99.9999,999.9999,360944,1,18,12,1
43.4573,-76.1272,360945,2,9,12,1
40.7804,-72.9721,360946,1,18,12,1
40.9525,-73.0193,360947,1,9,10,1
42.9415,-78.7664,360948,3,3,12,1
43.1977,-76.1901,360949,1,25,8,1
40.9153,-73.0336,360950,6,25,10,1
40.8095,-73.1936,360951,2,3,11,1
40.8488,-72.9796,360952,1,11,11,1
40.8057,-72.8457,360953,1,4,11,1
40.8752,-73.0711,360954,1,9,10,1
40.7910,-73.2000,360955,1,13,11,1
43.7442,-76.0558,360956,2,23,11,1
40.7774,-73.1897,360957,2,23,11,1
40.7907,-73.5178,360958,1,12,8,1
42.5648,-76.2628,360959,1,16,8,1
40.6407,-73.6596,360960,1,2,9,1
40.7735,-73.5017,360961,1,24,9,1
44.5820,-73.9096,360962,1,27,11,1
40.8784,-73.0265,360963,2,28,11,1
40.6975,-73.5859,360964,1,14,8,1
43.0633,-77.7099,360965,2,10,12,1
40.6767,-73.8228,360966,1,12,12,1
42.9469,-74.3710,360967,1,11,12,1
40.9184,-73.8473,360968,2,17,12,1
40.7788,-73.5748,360969,2,17,12,1
43.2050,-77.4746,360970,2,17,12,1
40.7614,-73.8110,360971,4,18,12,1
42.0924,-76.0790,360972,1,19,12,1
43.1793,-77.6444,360973,1,22,12,1
99.9999,999.9999,360974,1,18,12,1
43.1083,-78.2462,360975,1,22,12,1
42.4958,-76.5961,360976,2,22,12,1
42.1521,-76.0693,360977,1,23,12,1
43.2297,-75.4939,360978,2,24,12,1
40.5969,-73.9499,360979,1,24,12,1
40.7178,-73.9349,360980,2,23,12,1
99.9999,999.9999,360981,2,25,12,1
42.7390,-73.6749,360982,1,14,12,1
41.3919,-73.7237,360983,3,14,11,1
40.8939,-72.5760,360984,1,8,11,1
40.6144,-73.7526,360985,2,28,11,2
40.6939,-73.8845,360986,1,23,9,1
42.9186,-78.7991,360987,1,16,12,1
41.3747,-73.7290,360988,1,5,12,1
99.9999,999.9999,360989,1,29,12,1
40.8022,-72.8610,360990,1,30,12,1
40.7829,-73.1023,360991,2,30,7,1
99.9999,999.9999,360992,2,29,12,1
99.9999,999.9999,360993,2,29,12,1
40.9473,-72.9047,360994,2,18,10,1
40.7897,-73.0086,360995,3,5,12,1
40.8464,-72.7358,360996,2,6,12,1
40.6734,-73.3608,360997,1,6,12,1
40.9506,-72.9422,360998,1,5,12,1
40.9490,-73.0644,360999,1,20,12,1
43.1906,-76.8669,361000,1,23,12,1
40.7046,-73.4247,361001,2,15,12,1
40.7980,-72.9068,361002,2,23,12,1
40.7617,-73.5282,361003,1,31,12,1
40.7582,-73.2343,361004,1,25,12,1
40.8037,-72.8539,361005,2,31,12,1
40.8057,-73.1998,361006,1,15,12,1
43.0340,-76.3148,361007,1,28,12,1
40.6923,-73.3974,361008,3,7,11,1
99.9999,999.9999,361009,1,31,12,1
41.6035,-73.9120,361010,2,25,10,1
41.1548,-74.1018,361011,1,21,12,1
40.7012,-73.5975,361012,2,11,10,1
40.6946,-73.3918,361013,1,4,12,1
40.7724,-72.9862,361014,1,29,12,1
43.1425,-76.0862,361015,1,25,11,1
40.9365,-73.8892,361016,1,1,5,1
43.1461,-77.5581,361017,1,6,2,1
42.2080,-73.7569,361018,1,18,5,1
40.9307,-73.8571,361019,1,29,7,1
43.0374,-75.2746,361020,2,17,12,1
43.1565,-77.4316,361021,2,20,12,1
42.2217,-78.5304,361022,1,23,10,1
40.8553,-73.2729,361023,2,7,11,1
40.7540,-73.3604,361024,1,4,10,1
42.6972,-73.7680,361025,1,29,11,1
42.4451,-73.6866,361026,2,2,11,1
40.7783,-73.2429,361027,1,14,11,1
40.7274,-73.3731,361028,2,29,11,1
40.7647,-73.5513,361029,2,22,10,1
40.7510,-73.5322,361030,1,16,10,1
40.7480,-73.5524,361031,3,18,11,1
40.8859,-73.2573,361032,1,5,12,1
43.0952,-79.0234,361033,1,26,11,1
42.5045,-75.4044,361034,2,17,12,2
40.74,-73.3209,361035,1,12,11,1
44.3572,-73.5428,361036,2,8,12,1
42.9091,-73.5696,361037,2,20,9,1
40.9103,-73.8813,361038,3,17,4,1
40.5791,-73.9819,361039,1,14,10,1
40.7562,-73.8336,361040,1,1,11,1
40.6677,-73.8699,361041,1,12,11,1
40.6133,-74.0718,361042,1,27,11,1
40.6936,-73.9832,361043,1,2,12,1
40.8852,-73.8295,361044,1,1,12,1
40.5997,-73.9948,361045,1,18,12,1
41.2755,-74.4119,361046,2,14,7,3
42.0751,-73.9482,361047,1,26,8,4
40.8988,-73.7780,361048,1,29,10,1
43.0400,-77.6971,361049,2,12,11,1
42.7189,-78.0055,361050,2,4,11,2
