LATITUDE,LONGITUD,ST_CASE,VE_TOTAL,DAY,MONTH,FATALS,DRUNK_DR,State
33.8786,-87.3253,10001,1,1,1,1,1,1
34.9104,-86.9087,10002,1,1,1,1,0,1
32.1420,-85.7584,10003,1,1,1,1,1,1
31.4398,-85.5103,10004,1,4,1,1,1,1
31.3193,-85.5151,10005,2,7,1,1,0,1
33.4384,-85.3892,10006,1,8,1,1,0,1
34.7730,-86.5276,10007,1,8,1,1,0,1
33.4624,-86.8709,10008,1,3,1,1,0,1
33.2361,-86.8139,10009,1,13,1,1,0,1
34.7583,-87.6075,10010,2,5,1,1,0,1
34.7660,-86.8792,10011,2,7,1,1,0,1
34.3691,-86.2888,10012,3,9,1,1,0,1
32.5517,-85.7446,10013,1,10,1,1,1,1
32.1627,-85.7140,10014,1,11,1,1,1,1
33.9641,-87.6056,10015,1,11,1,1,0,1
32.6182,-85.3713,10016,2,13,1,1,0,1
30.5059,-88.2339,10017,1,14,1,1,0,1
32.5243,-86.6721,10018,1,16,1,1,1,1
33.2293,-86.2692,10019,1,19,1,1,0,1
33.4658,-86.0499,10020,2,15,1,1,0,1
33.5660,-86.5210,10021,2,23,1,1,0,1
33.8402,-87.3315,10022,1,26,1,1,0,1
32.2171,-85.9187,10023,1,12,1,1,1,1
31.8394,-85.2207,10024,1,2,1,1,0,1
33.0889,-87.6745,10025,1,15,1,2,1,1
33.4646,-86.9416,10026,1,13,1,1,0,1
30.4727,-87.6663,10027,2,17,1,1,0,1
32.4306,-86.5179,10028,1,10,1,1,1,1
31.1613,-85.1905,10029,1,23,1,1,0,1
32.7808,-86.4702,10030,2,24,1,5,0,1
33.9213,-87.8672,10031,1,24,1,1,0,1
33.7409,-85.8829,10032,1,25,1,1,1,1
32.8764,-85.8776,10033,1,23,1,2,1,1
30.6551,-87.9071,10034,6,15,1,1,1,1
33.5819,-86.9223,10035,2,28,1,1,0,1
30.8544,-88.1938,10036,2,19,1,2,0,1
30.7317,-87.7845,10037,1,26,1,1,0,1
30.6121,-88.0776,10038,1,27,1,1,0,1
30.5520,-88.1048,10039,1,29,1,1,1,1
33.4309,-86.7123,10040,1,20,1,1,0,1
34.3779,-85.7557,10041,1,28,1,1,1,1
33.1060,-87.4670,10042,1,31,1,1,0,1
34.5103,-85.7604,10043,1,2,2,1,0,1
33.3981,-86.7776,10044,1,31,1,1,0,1
30.6248,-88.1246,10045,1,31,1,1,0,1
32.8468,-85.1868,10046,1,8,2,1,0,1
30.6682,-88.0543,10047,1,22,1,1,1,1
30.9723,-87.6395,10048,1,24,1,2,0,1
33.5299,-86.8808,10049,2,29,1,1,0,1
30.8435,-88.3952,10050,1,31,1,1,0,1
31.8234,-85.9604,10051,2,1,2,1,0,1
34.7296,-86.8561,10052,1,9,2,1,0,1
33.0382,-86.2256,10053,1,1,2,1,0,1
32.4478,-87.9639,10054,2,3,2,1,0,1
34.8679,-86.5713,10055,1,4,2,1,0,1
30.5210,-87.4586,10056,1,8,2,1,1,1
34.4523,-85.7816,10057,3,4,2,1,0,1
31.8268,-86.6481,10058,2,8,2,1,0,1
34.6531,-87.5281,10059,1,10,2,1,0,1
34.5224,-85.8272,10060,2,10,2,1,0,1
34.0627,-87.8259,10061,1,13,2,1,1,1
34.7689,-86.4939,10062,1,14,2,1,0,1
31.2875,-85.7004,10063,1,1,2,1,1,1
30.7010,-88.1235,10064,1,4,2,1,0,1
30.4515,-87.6802,10065,2,31,1,1,0,1
32.3265,-86.2973,10066,1,8,2,1,1,1
32.6158,-85.5079,10067,4,11,2,1,0,1
32.2796,-85.3834,10068,1,15,2,1,0,1
30.6815,-88.0690,10069,2,15,2,1,1,1
33.4936,-86.1679,10070,1,22,2,1,1,1
34.2806,-86.1958,10071,2,20,2,1,0,1
33.4457,-86.7357,10072,1,22,2,1,0,1
33.5399,-86.8702,10073,1,20,2,1,0,1
33.4516,-86.8184,10074,4,16,2,1,0,1
32.1045,-86.4045,10075,2,10,2,1,1,1
31.0213,-88.2317,10076,2,13,2,1,0,1
32.6792,-85.3701,10077,1,23,2,1,0,1
33.2262,-87.5326,10078,1,24,2,1,0,1
33.3866,-86.9879,10079,1,7,3,1,1,1
32.4551,-86.2918,10080,1,17,2,1,1,1
34.7113,-87.6677,10081,2,20,2,1,1,1
30.4337,-87.6492,10082,1,24,2,1,0,1
34.7489,-86.7962,10083,2,1,3,4,2,1
33.2341,-87.6386,10084,3,1,3,1,1,1
33.5650,-85.8632,10085,1,1,3,1,1,1
34.7787,-86.6570,10086,2,1,3,1,1,1
34.5428,-86.1523,10087,1,3,3,2,0,1
33.8039,-87.1278,10088,1,3,3,1,0,1
30.7488,-88.1316,10089,1,3,3,1,1,1
33.4948,-86.8608,10090,2,5,3,1,0,1
30.7350,-88.0821,10091,2,3,3,1,0,1
32.6165,-85.3713,10092,2,8,3,1,0,1
33.5476,-86.6252,10093,3,9,3,2,0,1
31.2038,-87.3109,10094,1,6,3,1,0,1
32.2842,-86.3432,10095,10,2,3,3,0,1
32.2736,-86.9891,10096,1,6,3,1,1,1
33.8332,-86.261,10097,2,18,2,2,0,1
31.2582,-85.4321,10098,1,28,2,1,0,1
33.9364,-87.2828,10099,1,4,3,1,0,1
34.5169,-87.6549,10101,1,7,3,1,1,1
32.3586,-86.2477,10102,1,14,3,1,1,1
33.0611,-87.5094,10103,1,28,2,1,1,1
30.5674,-87.6660,10104,2,5,3,2,0,1
34.7861,-87.6979,10105,1,6,3,1,1,1
31.7692,-88.1865,10106,1,9,3,1,1,1
33.8204,-86.8081,10107,2,13,3,1,1,1
33.7619,-86.0434,10108,2,13,3,1,0,1
32.9326,-85.3952,10109,3,14,3,1,0,1
33.0990,-86.0112,10110,1,14,3,1,0,1
33.2579,-87.8056,10111,1,16,3,1,1,1
33.9863,-87.8530,10112,1,21,3,1,0,1
33.6879,-86.8301,10113,1,4,4,1,0,1
30.6610,-87.8704,10114,2,1,4,1,1,1
33.9006,-87.4694,10115,1,27,3,1,0,1
31.2693,-87.2140,10116,2,14,3,1,0,1
31.0039,-87.6786,10117,2,11,3,1,0,1
34.5616,-86.9704,10118,1,8,3,1,1,1
33.2615,-87.7053,10119,2,1,3,1,0,1
33.8460,-86.2701,10120,2,3,3,1,0,1
32.5460,-86.1884,10121,2,8,3,1,0,1
32.5041,-86.5733,10122,1,10,3,1,0,1
34.2203,-86.8294,10123,2,16,3,1,0,1
34.6785,-86.7473,10124,1,16,3,1,0,1
32.2690,-85.0114,10125,1,17,3,2,0,1
31.3126,-85.9297,10126,2,19,3,1,0,1
31.4893,-85.9137,10127,2,20,3,2,0,1
32.6562,-87.8754,10128,1,20,3,1,0,1
34.4974,-85.8524,10129,2,24,3,1,0,1
30.6902,-88.0236,10130,2,24,3,1,0,1
34.0040,-87.7458,10131,1,24,3,1,0,1
34.7287,-86.7501,10132,2,26,3,1,0,1
31.0097,-88.1588,10133,2,26,3,1,0,1
34.0509,-86.1839,10134,2,27,3,1,0,1
33.6505,-85.7432,10135,3,27,3,1,1,1
33.4803,-87.5932,10136,1,28,3,1,1,1
33.4704,-86.8732,10137,1,30,3,1,0,1
33.9045,-86.0256,10138,3,3,4,1,0,1
34.2106,-86.8875,10139,3,3,4,1,0,1
33.3235,-86.6182,10140,2,4,4,1,1,1
31.1980,-87.3177,10141,9,2,4,1,0,1
31.0691,-85.2676,10142,1,21,3,2,1,1
32.3234,-86.2383,10143,2,23,3,1,2,1
32.3686,-86.3549,10144,2,24,3,1,1,1
33.9969,-86.0906,10145,2,24,3,1,0,1
34.4705,-85.7862,10146,3,28,3,1,1,1
31.9076,-87.8174,10147,2,1,4,1,0,1
34.9184,-85.6406,10148,1,3,4,1,0,1
34.8779,-87.7102,10149,1,3,4,1,1,1
34.6341,-85.9331,10150,2,5,4,1,0,1
32.2669,-85.9527,10151,1,4,4,1,1,1
33.5263,-87.4722,10152,2,6,4,1,0,1
32.4778,-86.1981,10153,5,6,4,1,0,1
33.7363,-86.8680,10154,1,16,2,1,0,1
33.6181,-86.685,10155,2,30,3,1,0,1
30.8762,-88.0459,10156,1,17,4,1,0,1
32.3612,-86.3217,10157,2,27,3,1,0,1
33.4854,-87.0313,10158,2,6,4,1,0,1
33.7641,-87.2743,10159,1,12,2,1,0,1
33.4080,-86.9373,10160,1,14,3,1,0,1
31.8383,-85.9928,10161,2,30,3,1,0,1
32.4961,-85.0146,10162,1,2,4,1,0,1
32.3269,-86.2820,10163,2,4,4,1,0,1
31.0419,-87.0354,10164,1,6,4,1,0,1
34.0856,-86.7931,10165,2,6,4,2,0,1
32.6159,-85.4989,10166,1,10,4,1,1,1
33.1765,-87.3055,10167,1,11,4,1,1,1
32.5644,-85.9312,10168,1,12,4,1,1,1
34.8847,-86.7389,10169,2,13,4,1,0,1
32.2994,-85.1800,10170,2,8,4,1,0,1
31.1014,-85.5163,10171,2,9,4,1,0,1
33.4005,-88.1417,10172,2,10,4,1,0,1
31.8339,-85.7758,10173,2,11,4,1,1,1
33.1179,-86.2395,10174,2,15,4,1,0,1
33.1534,-86.6577,10175,1,15,4,1,0,1
34.1808,-85.7615,10176,1,16,4,1,0,1
31.7056,-85.5927,10177,2,16,4,1,0,1
33.3830,-86.9408,10178,1,18,4,1,0,1
34.2726,-86.1984,10179,2,18,4,1,0,1
32.6897,-86.7948,10180,3,18,4,2,0,1
33.7607,-85.6925,10181,1,19,4,1,0,1
33.8074,-86.4864,10182,2,19,4,1,0,1
32.4330,-87.0499,10183,1,17,4,1,0,1
34.2649,-86.8406,10184,1,21,4,1,1,1
33.3952,-86.9547,10185,1,22,4,1,0,1
33.9045,-86.4339,10186,1,24,4,1,0,1
33.1218,-87.4446,10187,1,24,4,1,1,1
33.6011,-86.5714,10188,2,25,4,1,1,1
34.8309,-85.7629,10189,2,26,4,1,0,1
31.6979,-86.7433,10190,2,8,4,1,0,1
31.1961,-87.3202,10191,1,25,4,1,1,1
32.3669,-86.1433,10192,1,28,4,1,0,1
34.7856,-86.4481,10193,2,17,4,1,0,1
30.3630,-87.5956,10194,2,17,4,1,1,1
33.5288,-86.7468,10195,2,22,4,2,1,1
34.0754,-85.6450,10196,1,24,4,1,1,1
33.1726,-87.4777,10197,2,25,4,1,1,1
32.6985,-85.8470,10198,2,27,4,1,0,1
34.0893,-86.6521,10199,2,27,4,2,0,1
34.5163,-87.2063,10200,2,15,4,1,0,1
34.2139,-86.1392,10201,1,30,4,1,0,1
30.6161,-87.5785,10202,2,23,4,1,0,1
33.5852,-86.0405,10203,2,25,4,1,1,1
31.1432,-87.4097,10204,1,1,5,1,0,1
33.4078,-86.7630,10205,1,5,5,1,1,1
32.3268,-86.2731,10206,1,2,4,1,0,1
32.8116,-85.1703,10207,2,16,4,1,0,1
33.1910,-87.4634,10208,1,20,4,1,0,1
34.8366,-87.6518,10209,2,23,4,1,0,1
32.8122,-85.1708,10210,1,25,4,1,0,1
32.7278,-85.5812,10211,2,30,4,1,0,1
34.6311,-86.4620,10212,1,30,4,1,0,1
33.4146,-88.0076,10213,2,30,4,2,0,1
33.9151,-85.9134,10214,2,30,4,1,1,1
33.5183,-86.8502,10215,1,2,5,1,0,1
30.7713,-88.1747,10216,1,3,5,1,0,1
33.2329,-87.4197,10217,1,4,5,1,1,1
32.4551,-85.6889,10218,2,4,5,1,0,1
32.5346,-86.4557,10219,2,4,5,2,0,1
34.8540,-86.0382,10220,1,4,5,1,0,1
34.8290,-87.7634,10221,1,5,5,1,0,1
33.9379,-87.2239,10222,2,6,5,2,0,1
30.4066,-87.7085,10223,2,1,5,1,1,1
34.7223,-87.6349,10224,1,4,5,1,0,1
32.3301,-86.2321,10225,2,2,4,1,1,1
34.7232,-87.8171,10226,1,8,5,1,0,1
33.1837,-87.4476,10227,1,8,5,1,0,1
34.8700,-87.5371,10228,1,10,5,1,0,1
33.6151,-85.7690,10229,2,4,5,1,0,1
32.8880,-86.6237,10230,1,24,5,1,0,1
32.8071,-85.2260,10231,1,23,5,1,0,1
32.3611,-86.1827,10232,1,11,5,1,0,1
33.8855,-86.2537,10233,1,14,5,1,0,1
33.8100,-86.3580,10234,2,11,5,1,0,1
32.3673,-86.3212,10235,1,8,5,1,0,1
31.4394,-86.5000,10236,1,11,4,1,0,1
31.5964,-86.0060,10237,1,3,5,1,1,1
34.6275,-87.6501,10238,1,3,5,1,1,1
31.0078,-85.8198,10239,1,9,5,1,0,1
31.2121,-87.6031,10240,1,11,5,1,0,1
33.5543,-85.4092,10241,2,11,5,1,0,1
32.4443,-85.0377,10242,1,10,5,1,1,1
32.1511,-85.1753,10243,1,9,5,1,0,1
30.7541,-88.2765,10244,2,7,5,1,0,1
34.5175,-86.6752,10245,1,14,5,1,1,1
31.9731,-87.5841,10246,1,14,5,1,0,1
30.7480,-88.1172,10247,1,15,5,1,0,1
34.2654,-85.6569,10248,1,15,5,1,0,1
31.1454,-85.3881,10249,1,18,5,1,0,1
31.4453,-85.1846,10250,2,18,5,1,0,1
34.1764,-85.7879,10251,2,18,5,1,0,1
33.6028,-85.9865,10252,2,20,5,1,0,1
33.8451,-86.0503,10253,2,20,5,1,1,1
33.6414,-86.2776,10254,1,20,5,1,0,1
31.0375,-85.9289,10255,1,20,5,1,1,1
30.6451,-88.1020,10256,1,20,5,1,0,1
34.9605,-87.5734,10257,1,21,5,1,0,1
33.1631,-86.7550,10258,2,21,5,1,0,1
34.3684,-88.0437,10259,2,22,5,1,0,1
33.3472,-86.2455,10260,1,22,5,1,0,1
33.2386,-85.8202,10261,1,24,5,1,1,1
33.1905,-87.3824,10262,1,24,5,1,1,1
32.1999,-87.3841,10263,2,25,5,1,0,1
32.4611,-85.0198,10264,1,20,5,1,0,1
33.6056,-85.8430,10265,2,27,5,1,0,1
31.0393,-88.2317,10266,2,26,5,1,0,1
33.4932,-86.9193,10267,2,25,5,1,0,1
30.2657,-87.6496,10268,1,27,5,1,0,1
34.8610,-87.4635,10269,3,28,5,1,0,1
34.7714,-86.6509,10270,3,29,5,1,1,1
34.1072,-86.376,10271,2,29,5,1,0,1
33.5741,-86.7167,10272,2,31,5,1,1,1
34.8444,-87.3635,10273,1,30,5,1,0,1
34.6476,-87.2762,10274,1,31,5,1,0,1
32.6662,-85.1834,10275,1,24,5,1,1,1
32.3299,-85.0191,10276,1,24,5,1,1,1
34.9024,-87.7530,10277,2,3,6,1,0,1
34.7272,-86.6037,10278,3,4,6,1,0,1
33.5790,-86.4567,10279,2,11,6,1,0,1
30.8492,-88.0754,10280,2,15,6,1,1,1
33.7851,-86.3973,10281,1,16,6,1,0,1
30.3921,-87.6757,10282,1,28,4,1,0,1
30.4834,-88.3099,10283,1,23,5,1,1,1
34.1182,-86.8125,10284,2,28,5,1,0,1
32.5690,-87.3445,10285,3,28,5,1,0,1
33.5905,-86.2456,10286,5,30,5,1,0,1
31.5739,-85.2595,10287,2,1,6,1,0,1
32.1460,-85.6814,10288,1,30,5,1,0,1
34.3793,-86.8985,10289,1,2,6,1,0,1
33.6878,-86.2815,10290,2,3,6,2,0,1
33.2861,-87.1794,10291,1,3,6,1,0,1
34.7002,-87.6412,10292,1,5,6,1,0,1
34.8874,-85.8591,10293,1,6,6,1,0,1
34.3667,-86.1597,10294,1,8,6,1,0,1
32.3770,-86.2093,10295,1,8,6,1,0,1
33.3979,-87.5913,10296,1,9,6,1,1,1
31.6423,-85.9294,10297,2,10,6,2,0,1
31.2759,-85.4545,10298,1,11,6,1,0,1
32.6938,-86.2524,10299,2,12,6,1,1,1
32.3267,-86.3313,10300,1,14,6,1,0,1
30.8951,-88.1137,10301,1,12,6,1,1,1
34.2449,-86.9983,10302,1,16,6,1,1,1
31.8232,-86.6317,10303,2,14,6,1,2,1
30.6080,-88.1456,10304,3,6,6,1,1,1
34.1498,-86.8701,10305,3,19,6,1,0,1
34.0538,-86.8674,10306,2,21,6,1,0,1
30.8612,-88.4149,10307,1,15,6,1,1,1
33.5787,-86.7110,10308,3,14,6,2,0,1
33.7849,-87.3480,10309,2,19,6,1,0,1
33.2305,-87.5080,10310,1,20,6,1,0,1
33.3974,-86.9459,10311,1,21,6,1,1,1
33.6577,-85.5180,10312,1,20,6,1,1,1
34.2294,-86.1144,10313,1,23,6,1,1,1
34.2076,-86.8805,10314,2,14,6,1,1,1
32.5423,-88.2392,10315,1,5,1,1,0,1
33.6793,-86.7486,10316,1,28,5,2,0,1
33.8364,-86.8239,10317,2,1,7,1,0,1
99.9999,999.9999,10318,1,10,6,1,0,1
31.3648,-86.5393,10319,2,16,6,1,0,1
31.2218,-85.2343,10320,3,17,6,1,0,1
30.6039,-87.6660,10321,2,17,6,1,0,1
31.9332,-86.0201,10322,3,20,6,1,0,1
30.9688,-87.8651,10323,1,21,6,1,0,1
32.8317,-87.8810,10324,2,21,6,1,0,1
34.7872,-87.5917,10325,1,23,6,1,0,1
33.8422,-88.0081,10326,1,25,6,1,0,1
34.1353,-86.2241,10327,1,25,6,1,1,1
31.4632,-85.5722,10328,1,26,6,1,1,1
33.6257,-85.9192,10329,2,26,6,1,0,1
31.8899,-85.5109,10330,2,26,6,1,0,1
34.5097,-87.7174,10331,1,26,6,1,0,1
34.8253,-85.8408,10332,2,25,6,1,0,1
31.0277,-85.2548,10333,2,27,6,1,0,1
31.8786,-86.3070,10334,1,27,6,1,1,1
34.5066,-86.9642,10335,1,28,6,1,1,1
33.1506,-88.2235,10336,1,28,6,1,0,1
34.5622,-87.1039,10337,2,1,7,1,0,1
31.9889,-87.2454,10338,1,2,7,1,0,1
33.6708,-86.3014,10339,2,2,7,1,0,1
34.4610,-86.0157,10340,1,2,7,1,0,1
32.5113,-88.0913,10341,1,13,6,1,0,1
33.3456,-87.9486,10342,3,3,7,1,0,1
30.6617,-88.0568,10343,7,2,7,1,0,1
33.3865,-86.7830,10344,2,1,7,1,0,1
30.5400,-88.2336,10345,1,30,6,1,0,1
34.0166,-86.0112,10346,1,2,5,1,1,1
30.6901,-87.5047,10347,2,21,5,1,0,1
31.2563,-87.0390,10348,2,7,6,3,1,1
34.5412,-87.1513,10349,2,17,6,1,0,1
34.7495,-86.6330,10350,2,22,6,1,0,1
32.6076,-86.2275,10351,1,1,7,1,1,1
34.8709,-86.5714,10352,2,2,7,1,0,1
32.4565,-86.1994,10353,2,2,7,1,1,1
32.5714,-86.1594,10354,1,4,7,1,0,1
32.4757,-88.1101,10355,1,4,7,1,1,1
34.7553,-86.7497,10356,3,5,7,1,0,1
32.3265,-86.3123,10357,1,7,7,1,0,1
31.4506,-87.3762,10358,1,2,7,2,0,1
34.9700,-87.3772,10359,2,7,7,1,0,1
33.2886,-86.7637,10360,2,8,7,2,0,1
31.4472,-88.3164,10361,1,9,7,1,0,1
32.3281,-86.3350,10362,1,28,7,1,1,1
33.2394,-86.8027,10363,1,28,7,1,0,1
33.4888,-86.9180,10364,2,29,7,1,0,1
34.8100,-86.9425,10365,1,29,7,1,0,1
33.6659,-88.0875,10366,1,20,7,1,0,1
30.7972,-88.1514,10367,1,23,7,1,1,1
33.2094,-87.5697,10368,2,25,7,1,1,1
32.4745,-87.1126,10369,1,26,7,1,0,1
33.4281,-86.7904,10370,2,28,7,1,0,1
31.3872,-86.6593,10371,2,28,7,1,0,1
31.5969,-88.4521,10372,2,28,7,1,2,1
33.6151,-85.7689,10373,2,19,7,1,0,1
34.8608,-86.8310,10374,2,31,7,1,0,1
30.4798,-88.3876,10375,1,7,7,1,0,1
33.3842,-86.8072,10376,1,1,7,1,0,1
31.0819,-85.3762,10377,2,22,5,1,0,1
32.5959,-86.8215,10378,1,12,6,1,1,1
34.8066,-87.0781,10379,1,2,7,1,0,1
31.3606,-85.8583,10380,1,1,7,1,0,1
31.7832,-86.6347,10381,1,3,7,1,0,1
33.7216,-86.2892,10382,1,5,7,1,0,1
30.8734,-88.3003,10383,1,7,7,1,1,1
33.7554,-86.6846,10384,3,7,7,1,0,1
32.1472,-85.0624,10385,2,8,7,1,0,1
31.8104,-86.0081,10386,3,9,7,1,0,1
33.4073,-86.6308,10387,2,9,7,1,0,1
33.2506,-86.2838,10388,1,10,7,1,0,1
33.5054,-86.8461,10389,2,14,6,1,0,1
31.5340,-86.6920,10390,1,11,7,1,0,1
33.7951,-87.2392,10391,2,11,7,1,0,1
31.7381,-86.2219,10392,1,14,7,1,0,1
33.5131,-86.8994,10393,2,17,7,1,0,1
31.6923,-85.9514,10394,1,18,7,1,1,1
30.9918,-88.1245,10395,2,18,7,1,0,1
34.9441,-87.1771,10396,1,18,7,1,0,1
32.0522,-86.0437,10397,2,19,7,1,0,1
34.0032,-86.5175,10398,1,19,7,1,1,1
32.4884,-84.9976,10399,1,19,7,1,0,1
31.4468,-88.0731,10400,2,20,7,1,0,1
34.0645,-86.2451,10401,2,22,7,1,1,1
32.3193,-86.2017,10402,1,25,7,1,0,1
33.1959,-87.2395,10403,2,4,8,1,0,1
31.3694,-87.5985,10404,1,10,7,1,1,1
30.8850,-88.0411,10405,2,6,7,1,0,1
34.3459,-86.0540,10406,1,18,7,1,0,1
34.9002,-86.8195,10407,1,19,7,1,1,1
34.7437,-85.7280,10408,1,25,7,1,0,1
30.6360,-88.2174,10409,2,30,7,1,0,1
31.3074,-86.2459,10410,2,1,8,1,0,1
34.0534,-86.1973,10411,2,2,8,1,0,1
34.7890,-85.7334,10412,1,2,8,1,1,1
33.4992,-86.8668,10413,1,26,7,1,0,1
32.4684,-85.0788,10414,1,4,8,1,0,1
30.5198,-87.4608,10415,1,4,8,1,0,1
34.3934,-86.2745,10416,2,7,8,1,0,1
32.7511,-86.5308,10417,1,7,8,1,1,1
34.4683,-86.2793,10418,2,7,8,1,1,1
34.8687,-85.8143,10419,2,7,8,2,0,1
32.4874,-85.6359,10420,2,2,8,1,1,1
31.2378,-85.6322,10421,2,6,6,1,0,1
34.8922,-87.7044,10422,1,25,6,1,1,1
34.6474,-86.8795,10423,2,29,7,2,0,1
34.9445,-87.4606,10424,1,31,7,1,0,1
33.5284,-87.6514,10425,2,4,8,1,0,1
31.1929,-85.3796,10426,1,4,8,1,0,1
34.6375,-87.6032,10427,1,5,8,1,0,1
34.7567,-88.0695,10428,1,5,8,1,0,1
33.4279,-86.7072,10429,1,5,8,1,0,1
34.9096,-87.0301,10430,1,6,8,1,0,1
33.0942,-87.4598,10431,1,9,8,1,1,1
30.6917,-88.1615,10432,1,12,8,1,0,1
33.5111,-86.8234,10433,1,13,8,1,0,1
33.6753,-87.0573,10434,1,13,8,1,1,1
34.1881,-85.6324,10435,1,14,8,1,1,1
32.4537,-88.3914,10436,1,10,8,1,0,1
99.9999,999.9999,10437,1,16,8,1,0,1
32.2097,-86.4076,10438,2,20,8,1,0,1
33.5443,-86.9256,10439,1,5,7,1,1,1
31.2144,-87.0567,10440,3,1,7,1,0,1
33.8630,-87.1001,10441,2,21,7,1,0,1
30.4943,-88.2436,10442,1,17,7,1,0,1
34.4709,-88.1356,10443,1,7,8,1,0,1
32.1013,-85.5713,10444,1,7,8,1,1,1
34.1741,-87.1166,10445,1,8,8,1,0,1
32.4557,-85.1981,10446,1,9,8,1,0,1
31.8458,-85.6256,10447,1,8,8,1,1,1
32.2667,-86.6114,10448,1,12,8,1,0,1
32.8127,-85.7839,10449,1,14,8,1,0,1
31.4295,-87.0903,10450,2,15,8,1,0,1
33.3338,-86.0264,10451,3,15,8,1,1,1
33.5101,-86.8695,10452,1,2,8,1,1,1
34.8261,-85.8403,10453,1,14,8,1,1,1
33.3217,-86.2101,10454,2,18,8,1,0,1
33.2473,-87.1497,10455,1,20,8,2,0,1
34.2449,-86.8682,10456,1,22,8,1,1,1
32.2977,-86.3386,10457,1,24,8,1,0,1
30.6913,-87.7073,10458,1,23,8,1,0,1
33.2602,-87.5333,10459,1,22,8,1,1,1
31.0817,-87.4806,10460,2,18,8,1,0,1
32.9412,-86.7368,10461,1,12,8,1,0,1
34.8062,-86.7718,10462,1,13,8,1,0,1
32.5476,-85.1020,10463,2,13,8,1,1,1
33.2983,-87.5991,10464,2,5,8,1,0,1
31.8156,-85.9698,10465,1,23,8,1,0,1
32.2779,-86.3070,10466,2,24,8,1,0,1
33.6900,-85.6772,10467,2,29,8,1,0,1
32.6507,-86.4968,10468,2,26,8,1,0,1
34.7541,-87.9713,10469,2,26,7,1,0,1
34.2206,-85.5902,10470,1,14,8,1,0,1
32.3703,-85.6587,10471,1,17,8,1,0,1
32.5847,-85.1745,10472,2,18,8,1,0,1
32.2583,-87.4015,10473,2,21,8,3,2,1
31.6324,-87.4545,10474,2,24,8,1,0,1
31.8274,-86.0971,10475,1,28,8,1,1,1
33.8754,-86.5366,10476,1,29,8,1,0,1
34.0522,-87.5470,10477,1,31,8,1,0,1
34.6277,-86.0510,10478,2,3,9,1,0,1
32.5398,-87.1803,10479,1,4,9,1,1,1
33.5198,-86.8570,10480,1,8,8,1,0,1
31.3490,-87.0867,10481,1,23,8,1,0,1
33.5211,-86.8478,10482,1,6,9,1,0,1
34.8293,-87.6673,10483,2,1,8,1,0,1
34.0577,-86.1182,10484,3,28,8,1,0,1
31.9809,-87.2126,10485,1,29,8,1,1,1
32.9402,-87.2273,10486,2,1,9,1,1,1
32.1225,-86.4982,10487,1,1,9,1,1,1
32.5269,-85.3393,10488,1,1,9,1,1,1
33.5409,-86.8162,10489,1,4,9,1,0,1
30.4945,-88.1994,10490,2,4,9,2,0,1
33.0328,-87.1412,10491,2,5,9,1,0,1
33.1849,-86.5426,10492,1,7,9,1,1,1
34.2646,-86.9892,10493,2,7,9,1,0,1
33.5389,-86.8690,10494,2,7,9,1,0,1
30.7789,-87.7814,10495,1,16,8,1,1,1
30.7819,-88.0988,10496,1,19,8,1,0,1
32.7785,-86.5699,10497,2,25,8,1,0,1
31.2686,-85.4458,10498,1,28,8,1,0,1
34.1885,-86.8273,10499,2,29,8,1,0,1
32.4587,-85.0888,10500,1,3,9,1,0,1
30.6799,-88.0741,10501,2,5,9,1,1,1
34.4815,-87.6271,10502,2,6,9,1,0,1
33.7219,-86.2893,10503,2,9,9,1,0,1
34.5392,-86.5883,10504,1,9,9,1,1,1
31.6069,-88.3325,10505,2,10,9,1,0,1
34.4921,-86.9653,10506,1,10,9,1,1,1
32.3054,-86.4083,10507,2,13,9,1,1,1
34.0867,-85.4934,10508,1,13,9,1,1,1
32.5023,-85.0095,10509,2,13,9,1,0,1
33.1734,-87.4693,10510,1,13,9,1,0,1
30.7602,-88.1533,10511,1,14,9,1,1,1
33.6190,-85.6539,10512,2,14,9,1,0,1
33.3353,-86.0262,10513,2,14,9,1,0,1
33.1685,-86.6953,10514,1,14,9,1,0,1
34.6658,-86.7759,10515,1,16,9,1,0,1
32.7350,-88.1021,10516,2,17,9,1,0,1
33.1742,-87.5551,10517,1,19,9,1,1,1
33.6436,-86.9737,10518,1,4,8,1,0,1
34.8732,-87.6040,10519,1,3,7,2,1,1
30.4144,-87.5333,10520,1,7,8,1,0,1
31.0968,-87.0821,10521,2,18,8,1,0,1
34.8438,-87.6610,10522,3,31,8,1,0,1
30.9446,-88.2167,10523,1,5,9,2,1,1
34.1040,-86.7876,10524,1,8,9,1,0,1
33.4382,-87.7673,10525,2,17,9,1,0,1
32.8442,-87.8955,10526,1,19,9,1,0,1
31.6390,-87.1468,10527,1,19,9,1,1,1
34.5593,-87.3409,10528,1,20,9,1,0,1
32.4367,-86.2181,10529,1,10,9,1,0,1
33.2229,-87.5321,10530,2,18,9,1,1,1
30.8135,-88.3609,10531,1,20,9,1,0,1
34.4047,-85.9651,10532,2,21,9,1,0,1
33.6463,-85.8765,10533,1,21,9,1,0,1
31.0253,-87.4451,10534,2,23,9,1,0,1
33.2915,-87.9294,10535,2,24,9,1,0,1
31.1738,-87.1610,10536,1,25,9,1,1,1
33.5211,-86.8450,10537,3,24,9,1,0,1
